query_id,subject_id,identity_percent,alignment_length,evalue,bitscore,query_coverage,subject_coverage,mismatch,gapopen,qstart,qend,sstart,send,qlen,slen,refined_identity,refined_length,is_refined,annotation_confidence,rejection_reason
NC_007373.1_predicted_orf_1,sp|Q2RCG6|PB2_I80A4,98.7,759,0.0,1466.0,100.0,100.0,10,0,1,759,1,759,759,759,98.7,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q38SP8|PB2_I83A8,98.7,759,0.0,1466.0,100.0,100.0,10,0,1,759,1,759,759,759,98.7,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q2RF96|PB2_I76A6,98.4,759,0.0,1465.0,100.0,100.0,12,0,1,759,1,759,759,759,98.4,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q2ICQ0|PB2_I72A4,98.6,759,0.0,1464.0,100.0,100.0,11,0,1,759,1,759,759,759,98.6,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q463W5|PB2_I72A3,98.6,759,0.0,1464.0,100.0,100.0,11,0,1,759,1,759,759,759,98.6,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q67296|PB2_I72A2,98.6,759,0.0,1464.0,100.0,100.0,11,0,1,759,1,759,759,759,98.6,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q1PUC9|PB2_I73A5,98.4,759,0.0,1464.0,100.0,100.0,12,0,1,759,1,759,759,759,98.4,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|P31345|PB2_I75A3,98.3,759,0.0,1464.0,100.0,100.0,13,0,1,759,1,759,759,759,98.3,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q30NP1|PB2_I75A0,98.3,759,0.0,1463.0,100.0,100.0,13,0,1,759,1,759,759,759,98.3,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q6XTK7|PB2_I70A0,98.0,759,0.0,1462.0,100.0,100.0,15,0,1,759,1,759,759,759,98.0,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|P26117|PB2_I88A3,98.6,759,0.0,1461.0,100.0,100.0,11,0,1,759,1,759,759,759,98.6,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q2VNE3|PB2_I78A7,98.2,759,0.0,1461.0,100.0,100.0,14,0,1,759,1,759,759,759,98.2,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|Q3YPY5|PB2_I71A1,97.9,759,0.0,1461.0,100.0,100.0,16,0,1,759,1,759,759,759,97.9,759,0,0.0,Alternative match (lower alignment ranking).
NC_007373.1_predicted_orf_1,sp|P18884|PB2_I79A4,98.2,759,0.0,1460.0,100.0,100.0,14,0,1,759,1,759,759,759,98.2,759,0,0.0,Alternative match (lower alignment ranking).
