query_id,subject_id,identity_percent,alignment_length,evalue,bitscore,query_coverage,subject_coverage,mismatch,gapopen,qstart,qend,sstart,send,qlen,slen,rejection_reason
ENA|EF467817|EF467817.1_predicted_orf_1,sp|Q0PDM0|NS1_I000X,99.6,230,1.42e-163,450.0,100.0,100.0,1,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P03496|NS1_I34A1,99.6,230,2.02e-163,449.0,100.0,100.0,1,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|B4URE2|NS1_I06A0,99.6,230,2.02e-163,449.0,100.0,100.0,1,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|A4GCJ2|NS1_I36A0,99.1,230,1.66e-162,447.0,100.0,100.0,2,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|A4GCM5|NS1_I35A3,97.0,230,3.74e-159,439.0,100.0,100.0,7,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|Q82506|NS1_I33A0,96.1,230,3.59e-157,434.0,100.0,100.0,9,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|A4K149|NS1_I54A2,94.3,230,1.55e-155,430.0,100.0,97.05,13,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|A4U7B2|NS1_I51A0,94.3,230,1.55e-155,430.0,100.0,97.05,13,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|A4GBY3|NS1_I77AA,93.9,230,2.56e-154,427.0,100.0,97.05,14,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P03498|NS1_I77AB,93.9,230,2.56e-154,427.0,100.0,97.05,14,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P69272|NS1_I57A1,93.5,230,2.83e-154,426.0,100.0,100.0,15,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P69273|NS1_I57A2,93.5,230,2.83e-154,426.0,100.0,100.0,15,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P69274|NS1_I57A3,93.5,230,2.83e-154,426.0,100.0,100.0,15,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|Q99AU3|NS1_I18A0,94.8,230,4.02e-154,426.0,100.0,100.0,12,0,1,230,1,230,230,230,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|P69279|NS1_I50A0,93.5,230,5.17e-154,426.0,100.0,97.05,15,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_1,sp|Q1K9P7|NS1_I57A0,93.5,230,1.04e-153,425.0,100.0,97.05,15,0,1,230,1,230,230,237,Alternative match (lower alignment ranking).
